tag,prog,img,gpu_pct,blk_size,cpu_threads,ite,all_resptime,cpu_branch,cpu_brmiss,cpu_cachemiss,cpu_cachetot,cpu_clock,cpu_inst,cpu_llcmiss,cpu_llctot,cpu_totcyc,gpu_actcyc,gpu_branch,gpu_cta,gpu_divbr,gpu_hit,gpu_inst,gpu_miss,gpu_totcyc
gpu75,convolution,4,0.75,32,4,1,1.28,1322508491,510935,5269768,8272382,2100.380962,12994919090,0,0,6350138663,188782373,18666720,18360,0,48100314,296192160,21735118,191539602
gpu75,convolution,4,0.75,32,4,2,1.28,1350638544,529552,5893329,8907785,2086.847513,13040649092,0,0,6330642126,188720191,18666720,18360,0,48075078,296192160,21759734,191475986
gpu75,convolution,4,0.75,32,4,3,1.30,1335853450,542446,5794819,8484893,2092.566457,12992791956,0,0,6323841114,188719370,18666720,18360,0,48035852,296192160,21799580,191475456
gpu75,convolution,4,0.75,32,8,1,1.27,1292866047,576342,6088385,10113401,3415.718532,12908723195,0,0,10489431305,188744807,18666720,18360,0,48042154,296192160,21792878,191501704
gpu75,convolution,4,0.75,32,8,2,1.28,1346565567,630867,5845617,9744043,3419.107174,13091120073,0,0,10486779477,188731987,18666720,18360,0,48045230,296192160,21790190,191489676
gpu75,convolution,4,0.75,32,8,3,1.27,1337424475,596744,5987380,10047956,3430.463390,13133223112,0,0,10521291009,188744823,18666720,18360,0,48087606,296192160,21747982,191513208
sequ,convolution,7,0,0,1,1,1.70,991424836,434544,1994202,3609671,1501.822995,10919433609,0,0,4816383536,NA,NA,NA,NA,NA,NA,NA,NA
sequ,convolution,7,0,0,1,2,1.69,987701041,442962,2053517,3318428,1498.622251,10935258747,0,0,4779656806,NA,NA,NA,NA,NA,NA,NA,NA
sequ,convolution,7,0,0,1,3,1.72,982458586,415127,2323777,4013530,1511.261024,10863593165,0,0,4784097303,NA,NA,NA,NA,NA,NA,NA,NA
gpuo,convolution,7,1,8,0,1,0.46,197078555,374724,2513910,3494004,300.421476,1037320554,0,0,848200734,104573850,6220800,97212,0,33205378,98755200,4122730,104579718
gpuo,convolution,7,1,8,0,2,0.45,173203742,373844,1925035,3562118,301.177723,900319004,0,0,825344504,104752008,6220800,97204,0,33133740,98755200,4195074,104757658
gpuo,convolution,7,1,8,0,3,0.45,172412967,365087,1891709,3785800,301.050485,897513812,0,0,822927475,104535078,6220800,97198,0,33171692,98755200,4120934,104541426
gpuo,convolution,7,1,16,0,1,0.45,132293262,363053,2060038,3947611,270.667270,790306276,0,0,716575940,65822744,6222240,24534,0,14511558,98730720,13661682,65829204
gpuo,convolution,7,1,16,0,2,0.46,142481646,394589,1879284,2930140,271.313781,785412840,0,0,698570992,65796686,6222240,24580,0,14529490,98730720,13661640,65801726
gpuo,convolution,7,1,16,0,3,0.45,140206575,395457,1891036,3272429,271.712443,773486354,0,0,740134271,66107590,6222240,24572,0,14427956,98730720,13759962,66112576
gpuo,convolution,7,1,32,0,1,0.46,138158497,380137,1712012,3441264,268.803582,780041165,0,0,748503047,63688562,6222240,6120,0,15825608,98711280,7409852,64608274
gpuo,convolution,7,1,32,0,2,0.48,130568317,358160,1796217,3553474,276.296145,740519788,0,0,700326621,63685852,6222240,6120,0,15812148,98711280,7427108,64604958
gpuo,convolution,7,1,32,0,3,0.45,139806611,428425,2173256,3949310,274.997348,814560916,0,0,753738430,63722056,6222240,6120,0,15821196,98711280,7416156,64643776
cpuo,convolution,7,0,0,2,1,1.07,996260907,411761,2425616,4007288,1544.396037,11056107251,0,0,4803356945,NA,NA,NA,NA,NA,NA,NA,NA
cpuo,convolution,7,0,0,2,2,1.08,990101969,418114,2279560,3508537,1547.526773,11013798689,0,0,4820555467,NA,NA,NA,NA,NA,NA,NA,NA
cpuo,convolution,7,0,0,2,3,1.07,990144271,414898,2383369,4108858,1538.974202,10967622171,0,0,4785850206,NA,NA,NA,NA,NA,NA,NA,NA
cpuo,convolution,7,0,0,4,1,0.77,989269143,471905,2157838,3891639,1590.447139,10964396069,0,0,4769737120,NA,NA,NA,NA,NA,NA,NA,NA
cpuo,convolution,7,0,0,4,2,0.74,989363260,449897,2278283,3774725,1574.814782,10874069662,0,0,4755339574,NA,NA,NA,NA,NA,NA,NA,NA
cpuo,convolution,7,0,0,4,3,0.77,983273316,453662,2053786,3496775,1582.421753,10879998393,0,0,4744781131,NA,NA,NA,NA,NA,NA,NA,NA
cpuo,convolution,7,0,0,8,1,0.74,977162155,466694,2290639,3497313,2904.322142,10731983208,0,0,8837964917,NA,NA,NA,NA,NA,NA,NA,NA
cpuo,convolution,7,0,0,8,2,0.74,980074466,529376,2192786,3709105,2903.536387,10757544780,0,0,8836575765,NA,NA,NA,NA,NA,NA,NA,NA
cpuo,convolution,7,0,0,8,3,0.74,977420159,517047,2315990,3781165,2912.841882,10698834204,0,0,8680892279,NA,NA,NA,NA,NA,NA,NA,NA
gpu25,convolution,7,0.25,8,2,1,1.05,796120992,464698,2365653,3600314,1245.591558,8490581350,0,0,3842521529,26334177,1566720,24482,720,8243336,24832800,1058458,26339646
gpu25,convolution,7,0.25,8,2,2,0.96,792831821,464275,2148169,3459333,1243.050981,8430844767,0,0,3793438954,26302630,1566720,24480,720,8262728,24832800,1042386,26307450
gpu25,convolution,7,0.25,8,2,3,0.96,805522850,411514,2343433,3505379,1231.059534,8508024030,0,0,3833059097,26199454,1566720,24482,720,8330834,24832800,984214,26204666
gpu25,convolution,7,0.25,8,4,1,0.73,780943525,436338,1702093,3469258,1259.140353,8423333485,0,0,3798716891,26289454,1566720,24484,720,8273784,24832800,1036744,26294818
gpu25,convolution,7,0.25,8,4,2,0.73,779868821,406704,2344224,3906213,1297.188388,8395774459,0,0,3802650952,26254214,1566720,24480,720,8282320,24832800,1020258,26260070
gpu25,convolution,7,0.25,8,4,3,0.72,782944955,479251,2146876,3766849,1296.597870,8392361312,0,0,3799242753,26172765,1566720,24488,720,8330930,24832800,981604,26177666
gpu25,convolution,7,0.25,8,8,1,0.71,791898168,553933,2210772,4027125,2277.640608,8497727646,0,0,6860091522,26310575,1566720,24478,720,8255814,24832800,1049988,26315456
gpu25,convolution,7,0.25,8,8,2,0.71,794971747,512788,2153571,3639362,2263.638833,8494483547,0,0,6876739662,26205314,1566720,24482,720,8308698,24832800,996772,26210608
gpu25,convolution,7,0.25,8,8,3,0.72,784148141,500646,1996500,4044032,2258.898422,8451734462,0,0,6831200640,26068181,1566720,24482,720,8393918,24832800,931538,26073254
gpu25,convolution,7,0.25,16,2,1,0.96,779862557,472915,2020172,3497362,1242.994766,8474732577,0,0,3840120335,16302726,1555560,6138,0,3736904,24653520,3284626,16307774
gpu25,convolution,7,0.25,16,2,2,0.98,781411851,405790,2322871,3571063,1296.889329,8497959550,0,0,3959367633,16339886,1555560,6132,0,3717750,24653520,3298622,16345058
gpu25,convolution,7,0.25,16,2,3,0.99,762673157,520327,1983098,3683624,1248.455559,8359843282,0,0,3783826192,16263644,1555560,6140,0,3754798,24653520,3268752,16269306
gpu25,convolution,7,0.25,16,4,1,0.72,768958282,516279,1968172,3888174,1283.816344,8330568846,0,0,3719865828,16310542,1555560,6132,0,3719502,24653520,3296372,16316674
gpu25,convolution,7,0.25,16,4,2,0.73,770312500,463132,2191706,3731572,1262.374769,8305902823,0,0,3708934116,16260924,1555560,6138,0,3744182,24653520,3278674,16265726
gpu25,convolution,7,0.25,16,4,3,0.71,776301849,472497,2255929,3662442,1259.087377,8377456607,0,0,3752956625,16312494,1555560,6128,0,3714654,24653520,3296486,16317192
gpu25,convolution,7,0.25,16,8,1,0.73,780037841,517393,2016170,3932556,2245.889287,8460134107,0,0,6835303788,16237792,1555560,6132,0,3773284,24653520,3240360,16243814
gpu25,convolution,7,0.25,16,8,2,0.72,790296528,537228,2179270,3501940,2246.424872,8471659855,0,0,6853991671,16420730,1555560,6138,0,3690528,24653520,3333038,16425894
gpu25,convolution,7,0.25,16,8,3,0.72,784411682,489385,2211682,3351748,2251.719834,8447824461,0,0,6838884876,16334306,1555560,6140,0,3722366,24653520,3303248,16339776
gpu25,convolution,7,0.25,32,2,1,0.98,772828908,494391,1939207,3564029,1247.976435,8370517561,0,0,3844789886,16282090,1558440,1620,0,4022730,24662880,1767390,16528502
gpu25,convolution,7,0.25,32,2,2,0.96,781965423,508439,2011137,3445691,1243.185316,8384871350,0,0,3810032371,16273426,1558440,1620,0,4018976,24662880,1771244,16519982
gpu25,convolution,7,0.25,32,2,3,0.96,779695653,446936,1984610,3523206,1245.933768,8395391967,0,0,3785770635,16275108,1558440,1620,0,4028352,24662880,1761636,16521420
gpu25,convolution,7,0.25,32,4,1,0.71,787328958,484750,2161534,3600796,1254.954800,8434600949,0,0,3788205853,16268556,1558440,1620,0,4019196,24662880,1771180,16514654
gpu25,convolution,7,0.25,32,4,2,0.74,765750702,470830,2013609,3915222,1313.574037,8144857153,0,0,3817990813,16270081,1558440,1620,0,4025372,24662880,1764848,16516098
gpu25,convolution,7,0.25,32,4,3,0.73,777136483,383734,2332879,4030133,1269.496707,8408305555,0,0,3715037758,16273441,1558440,1620,0,4024258,24662880,1766498,16520658
gpu25,convolution,7,0.25,32,8,1,0.71,782117065,525221,2132656,3686967,2243.552801,8467047575,0,0,6868444268,16275992,1558440,1620,0,4025960,24662880,1764136,16522244
gpu25,convolution,7,0.25,32,8,2,0.71,776328371,560523,2043599,3958677,2258.302180,8454447927,0,0,6836086904,16270347,1558440,1620,0,4021806,24662880,1768402,16516666
gpu25,convolution,7,0.25,32,8,3,0.74,774620593,501807,2077755,4168527,2271.288679,8469427120,0,0,6810606254,16272332,1558440,1620,0,4021306,24662880,1768502,16518792
gpu50,convolution,7,0.5,8,2,1,0.79,600661231,382129,2212092,4146137,929.311096,6020101951,0,0,2795812484,52593922,3111120,48964,0,16607198,49384800,2032442,52598780
gpu50,convolution,7,0.5,8,2,2,0.79,584878511,358618,2229779,4097584,918.930393,5841210923,0,0,2758422934,52620852,3111120,48962,0,16580564,49384800,2061124,52625718
gpu50,convolution,7,0.5,8,2,3,0.81,585612219,350156,2487562,3760643,933.231583,5900477334,0,0,2805019496,52556981,3111120,48964,0,16612888,49384800,2026582,52561832
gpu50,convolution,7,0.5,8,4,1,0.63,580529332,495326,2123686,3504812,941.067958,5846340954,0,0,2705997210,52540628,3111120,48958,0,16634796,49384800,2014600,52545480
gpu50,convolution,7,0.5,8,4,2,0.63,581036610,462899,2105706,3560314,939.580204,5919224424,0,0,2736905264,52536966,3111120,48964,0,16601218,49384800,2028392,52542066
gpu50,convolution,7,0.5,8,4,3,0.65,579185507,438107,1955170,3844466,945.479050,5802789615,0,0,2690915438,52558393,3111120,48960,0,16571450,49384800,2037718,52563444
gpu50,convolution,7,0.5,8,8,1,0.65,587736543,499515,2189151,4143869,1610.006636,5992444126,0,0,4825307210,52680340,3111120,48962,0,16554472,49384800,2092396,52685304
gpu50,convolution,7,0.5,8,8,2,0.65,590077367,451229,2188537,3694823,1631.305039,5819668667,0,0,4873361031,52612466,3111120,48964,0,16576640,49384800,2057644,52617476
gpu50,convolution,7,0.5,8,8,3,0.62,583172223,508432,2114794,3660481,1606.923571,5915950635,0,0,4733669970,52725075,3111120,48962,0,16520952,49384800,2115154,52730904
gpu50,convolution,7,0.5,16,2,1,0.79,570198525,415171,2234757,3936552,904.708912,5841267441,0,0,2699472384,32966636,3111120,12280,0,7268906,49345920,6807084,32972728
gpu50,convolution,7,0.5,16,2,2,0.81,567334357,421032,2036757,3399702,928.826547,5868921078,0,0,2808757679,32791036,3111120,12264,0,7312936,49345920,6750810,32797204
gpu50,convolution,7,0.5,16,2,3,0.79,567351078,388378,2409425,4002801,912.133268,5823362420,0,0,2736866474,32869416,3111120,12266,0,7292664,49345920,6773566,32875292
gpu50,convolution,7,0.5,16,4,1,0.62,562925466,469128,2282409,3623071,919.103249,5809672138,0,0,2697613548,32851772,3111120,12286,0,7319570,49345920,6754416,32858608
gpu50,convolution,7,0.5,16,4,2,0.63,579983094,404744,2257101,3861713,931.286020,5904288822,0,0,2721036334,32932042,3111120,12280,0,7274134,49345920,6798228,32936932
gpu50,convolution,7,0.5,16,4,3,0.63,572423124,386366,2367537,3797555,933.276791,5795819585,0,0,2626330372,33108810,3111120,12274,0,7215162,49345920,6852572,33115536
gpu50,convolution,7,0.5,16,8,1,0.64,566767412,487952,2210714,4007460,1586.892931,5865818797,0,0,4681769032,32831037,3111120,12262,0,7282930,49345920,6782244,32836534
gpu50,convolution,7,0.5,16,8,2,0.64,561756313,493593,2212698,4069497,1593.031527,5791353905,0,0,4613232734,32608575,3111120,12262,0,7384814,49345920,6676552,32615460
gpu50,convolution,7,0.5,16,8,3,0.62,572147510,506840,2349933,3946965,1594.077179,5920230823,0,0,4687722536,32938282,3111120,12244,0,7253528,49345920,6779510,32944086
gpu50,convolution,7,0.5,32,2,1,0.79,576371729,367490,2537694,3730018,913.988650,5846500999,0,0,2727905992,31859967,3111120,3060,0,7924940,49326480,3680824,32320970
gpu50,convolution,7,0.5,32,2,2,0.80,569497093,465178,2452487,3520153,911.910034,5795961813,0,0,2766686397,31868775,3111120,3060,0,7922456,49326480,3684012,32329870
gpu50,convolution,7,0.5,32,2,3,0.79,568495934,413478,2242395,3911521,907.855343,5838145609,0,0,2726418500,31859663,3111120,3060,0,7921570,49326480,3684050,32320232
gpu50,convolution,7,0.5,32,4,1,0.63,569944549,465411,2185029,3823381,929.800964,5899364223,0,0,2739406956,31869534,3111120,3060,0,7912692,49326480,3693072,32330218
gpu50,convolution,7,0.5,32,4,2,0.64,573410819,348527,2369334,3612316,947.931242,5774935195,0,0,2731164161,31858266,3111120,3060,0,7923532,49326480,3682244,32319046
gpu50,convolution,7,0.5,32,4,3,0.65,564977746,377231,2244545,4066083,925.445704,5702913867,0,0,2645363541,31854955,3111120,3060,0,7927898,49326480,3678702,32316112
gpu50,convolution,7,0.5,32,8,1,0.62,567881157,515400,2369164,3927795,1588.646724,5910093942,0,0,4734238865,31867103,3111120,3060,0,7929866,49326480,3675886,32328134
gpu50,convolution,7,0.5,32,8,2,0.63,578445936,501906,2028486,3604424,1591.203532,5799972569,0,0,4580391284,31867630,3111120,3060,0,7925726,49326480,3680574,32328528
gpu50,convolution,7,0.5,32,8,3,0.63,561244248,490940,2216580,4067555,1586.570785,5834576323,0,0,4711801292,31869091,3111120,3060,0,7921778,49326480,3684546,32330448
gpu75,convolution,7,0.75,8,2,1,0.62,385552727,488695,2181087,3899595,612.545826,3498084842,0,0,1774464538,78409018,4677840,73444,720,25098968,74217600,2896170,78415638
gpu75,convolution,7,0.75,8,2,2,0.62,389742405,466521,2266916,3969953,607.956758,3483559017,0,0,1807072215,78847908,4677840,73450,720,24860048,74217600,3105362,78853010
gpu75,convolution,7,0.75,8,2,3,0.62,373220046,410416,2204013,3657721,619.286244,3393181105,0,0,1821023988,78717951,4677840,73444,720,24939314,74217600,3049996,78723260
gpu75,convolution,7,0.75,8,4,1,0.55,382266534,360275,1965153,3024119,619.739984,3374069025,0,0,1752972818,78704124,4677840,73442,720,24969328,74217600,3034934,78712026
gpu75,convolution,7,0.75,8,4,2,0.54,387889277,368678,2147995,3052947,625.942362,3388901410,0,0,1791104892,78898510,4677840,73442,720,24839466,74217600,3140684,78903832
gpu75,convolution,7,0.75,8,4,3,0.54,381675043,359595,2013614,3032627,623.472853,3354943589,0,0,1834964684,79030629,4677840,73438,720,24772126,74217600,3204244,79036156
gpu75,convolution,7,0.75,8,8,1,0.55,383982981,414445,2039275,3674478,966.042344,3429895475,0,0,2846575872,78668822,4677840,73448,720,24968174,74217600,3013818,78674300
gpu75,convolution,7,0.75,8,8,2,0.54,385605642,371813,1966768,3209114,945.965264,3445087912,0,0,2791498311,78881328,4677840,73446,720,24844692,74217600,3122038,78886646
gpu75,convolution,7,0.75,8,8,3,0.54,365955894,378341,2134331,3030412,951.103971,3239541041,0,0,2801109811,78978838,4677840,73442,720,24810160,74217600,3161022,78984564
gpu75,convolution,7,0.75,16,2,1,0.63,352486234,436441,2183079,3520336,593.350085,3297250939,0,0,1730250204,49767030,4666680,18408,0,10861594,74038320,10254836,49772650
gpu75,convolution,7,0.75,16,2,2,0.62,356628353,357092,2204687,3907127,597.881021,3327558027,0,0,1718191500,49531062,4666680,18418,0,10964900,74038320,10162318,49536054
gpu75,convolution,7,0.75,16,2,3,0.63,356353958,417705,2367079,3581860,598.019756,3323623478,0,0,1723434019,49520462,4666680,18424,0,10990532,74038320,10143796,49526618
gpu75,convolution,7,0.75,16,4,1,0.56,347639499,472695,2302742,3973431,619.256786,3298760861,0,0,1762964425,49563470,4666680,18392,0,10922686,74038320,10177780,49568376
gpu75,convolution,7,0.75,16,4,2,0.57,349514019,446780,2349948,4055679,610.012882,3320782970,0,0,1760601849,49527510,4666680,18400,0,10945606,74038320,10164742,49532188
gpu75,convolution,7,0.75,16,4,3,0.55,363174310,308791,2219701,4059103,599.883658,3310701501,0,0,1654856572,49563578,4666680,18418,0,10958526,74038320,10170704,49569066
gpu75,convolution,7,0.75,16,8,1,0.55,341097007,379545,2303589,3330825,929.495155,3085630073,0,0,2756161573,49497024,4666680,18422,0,10977168,74038320,10158086,49502192
gpu75,convolution,7,0.75,16,8,2,0.55,357624846,324714,2143761,3774754,930.540278,3351052863,0,0,2762508993,49723202,4666680,18404,0,10867428,74038320,10248122,49728160
gpu75,convolution,7,0.75,16,8,3,0.54,349131190,322862,2254722,3707896,923.052634,3209644300,0,0,2653991802,49468458,4666680,18416,0,10943376,74038320,10186508,49474052
gpu75,convolution,7,0.75,32,2,1,0.62,352904546,419626,2389336,3619563,586.547895,3350981145,0,0,1727377862,48279119,4669560,4680,0,11866994,74047680,5554558,48985802
gpu75,convolution,7,0.75,32,2,2,0.62,352523960,426599,2367281,3621243,588.865934,3347939367,0,0,1711651955,48266317,4669560,4680,0,11863894,74047680,5562774,48972092
gpu75,convolution,7,0.75,32,2,3,0.65,352603991,421162,2056780,3452393,596.621077,3285127006,0,0,1681804994,48280813,4669560,4680,0,11863814,74047680,5542690,48987050
gpu75,convolution,7,0.75,32,4,1,0.55,352808955,467664,2115407,3621457,602.931761,3297967841,0,0,1758092011,48293952,4669560,4680,0,11867128,74047680,5559396,48999950
gpu75,convolution,7,0.75,32,4,2,0.54,360375770,337765,2101525,3678391,595.783221,3274591661,0,0,1727258182,48302963,4669560,4680,0,11861184,74047680,5570444,49010786
gpu75,convolution,7,0.75,32,4,3,0.56,354487943,328605,2328404,3260534,600.106415,3259065485,0,0,1746171040,48255003,4669560,4680,0,11857856,74047680,5563864,48961438
gpu75,convolution,7,0.75,32,8,1,0.54,345132185,362909,2447195,3344624,928.312135,3210505854,0,0,2719507037,48290098,4669560,4680,0,11870744,74047680,5550808,48996330
gpu75,convolution,7,0.75,32,8,2,0.54,355785649,431057,2209232,3350861,963.335747,3306851831,0,0,2819382585,48289236,4669560,4680,0,11862360,74047680,5554088,48995014
gpu75,convolution,7,0.75,32,8,3,0.54,347540386,399131,2120752,3584729,931.339597,3225718882,0,0,2740345448,48270909,4669560,4680,0,11860482,74047680,5560938,48977432
